000c298b48e5;10;2;0;6;1;0;0;0;11;0;0;0;0;0;0
000c298b48e5;14;14;0;0;0;0;0;3;11;0;0;0;0;0;0
000c298b48e5;22;2;0;0;0;1;0;0;12;0;0;0;0;0;0
000c298b48e5;12;2;0;0;1;0;0;0;11;0;0;0;0;0;0
000c298b48e5;28;28;0;0;0;0;0;2;26;0;0;0;0;0;0
000c298b48e5;23;3;0;0;0;0;0;11;32;0;0;0;0;0;0
000c298b48e5;29;29;0;0;3;0;0;21;28;0;0;0;2;0;0
000c298b48e5;26;26;7;0;0;0;0;21;25;0;0;0;0;0;0
000c298b48e5;43;43;0;0;0;2;0;14;39;0;0;0;0;0;0
000c298b48e5;26;26;0;0;0;0;0;21;25;0;0;0;0;0;0
000c298b48e5;45;5;0;0;0;0;0;10;5;0;0;0;0;0;0
000c298b48e5;34;4;0;0;0;0;0;1;4;0;0;0;0;0;0
000c298b48e5;27;27;0;0;0;0;0;33;24;0;0;0;0;0;0
000c298b48e5;14;4;0;0;0;4;0;0;42;0;0;0;0;0;0
000c298b48e5;16;6;0;0;0;0;0;2;24;0;0;0;0;0;0
000c298b48e5;82;8;0;0;0;0;0;0;81;2;0;0;0;0;0
000c298b48e5;36;36;0;0;0;0;0;5;31;0;0;0;0;0;0
000c298b48e5;12;2;0;0;1;0;0;0;11;0;0;0;0;0;0
